Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Label
-2.135257070032406,1.7959716162322457,1.2285736015630777,2.172787023747336,-0.2397611760425823,0.029885133812242,-0.2625736609798573,1.2056694754680362,0.3885792055324019,-0.148897545074729,0.3984660358946466,-1.9840743840130743,-1.5618617367560426,-1.5146639320483015,0.2998294352813093,0.9046249645250244,-3.105359769759652,-1.413977302772346,-1.0553613756431717,0.8279940396967423,-0.6489780856005195,1.7691685990142991,0.4308070939717568,0.2797486091798026,-0.4997834998490301,-1.476418849737383,-1.085129345478144,-0.0751626626545762,-0.1272035870626668,-0.2612455444778394,0.0
-0.3111701260593404,0.9180651711548836,0.7156184109899587,-0.7484380655766263,-1.4033857243956789,-0.9002925992911768,0.1598948148317668,-0.8783762800344,-1.452095482281656,1.1341421083941643,-0.7239506157825791,0.1789472281677551,0.5305768290828543,-0.9360186738582532,0.04026544820678,-1.6071943622860567,-1.8941464313547247,-0.4545670706081283,0.2873472929096128,-0.4860436419289313,0.710418445778101,0.0242272700753015,2.30704172271057,-0.146744138761312,-2.159906655293816,0.8223128487073728,1.4677933288034992,0.7959231622912167,0.7767362202990346,-0.6992661602571514,0.0
1.990322017506196,0.6947860096665218,-0.3381172983882705,-0.6660220149500318,-0.4741912682135182,0.6772497916937711,-0.1563146290239981,-0.1938853709032137,-0.1899813007154714,1.423532506317663,-0.3436743672035606,-2.799175264165369,-0.5480032469421515,0.7501717275450676,-0.7942797604301071,-1.7093377837058894,-0.5000343812194464,-1.6626941278833354,1.6432976089053086,1.0003096699722198,0.866935573857866,-0.9916782500598588,0.0954712427575355,-0.0702429429888052,-1.3140325280649712,-0.6986748445742315,1.896259177324668,-0.935496076473622,-0.354266878685354,0.0646204029372078,0.0
-0.7176010675250114,1.1799565268100167,-0.7069133033863216,1.68594317350231,-0.4245786807708176,-0.5618666642990101,2.0050790757446126,0.1821278677201843,0.8614439782001568,2.211296098029961,0.3859354621138552,1.3969841028948762,0.1365572057658965,-2.544464222984042,1.5883229212515493,1.2128932812105666,-0.3184701018893116,-0.9030147648970231,2.834633891821607,1.896084971990277,-1.152183949621952,-0.0781332427619987,-2.4162299263632137,1.4586686287565422,0.959054225672122,-0.4275255516607389,-0.3637257090178585,-0.1029584135787357,-2.420420782447859,-0.1960795845128449,0.0
-1.1596799961472606,-0.3764659697211929,0.6377816041677311,-0.4284331278009393,-1.2819435189924708,0.6502762758908984,0.1702077131783101,0.5533685971613111,-2.072515710085425,1.1139772121444644,2.118735549496652,-1.011126683812971,-1.45026431546211,0.6127849677706613,-1.9668535053293248,-1.813648652678536,-0.4128952417202997,-0.0505693840554565,0.3336793652204388,0.7491450643773291,-0.2822932421315293,0.7630849332905925,0.2923805441171901,-0.2847314101244586,-0.6861423310278371,0.8875111793962694,-0.9180885546297836,-0.3628657819935152,1.3295336386109666,-1.243736467584985,0.0
-1.8859429495095017,0.3952996697175123,0.1470245987984113,-0.059293571148731,1.5052569458144558,-0.2376103320700856,1.0372528415229256,1.0750437598804856,0.8811144021580563,1.236268868308436,-1.7305982200868055,0.8888381021248315,1.7161196001690302,0.803574746561861,-0.3427712211469118,-0.9554495186918098,0.4182037250161362,-1.822502691000444,1.9875934400254445,0.5614915434996597,1.3898478672955286,-0.0561917483182202,0.948659168992855,0.4474561167206117,0.7765432059733629,-0.5716106368765624,-0.437809772777553,-1.6047656681849696,0.8250062284682829,-0.2280685203820062,0.0
-1.468333731763984,1.0430640615172315,1.588796654772521,0.5520091188455001,-0.7467900744553359,0.0273206370087602,-0.241592765635014,0.3536840803771843,-0.6119199900602462,-2.445692108520616,-0.9032552618685524,-0.961421963200924,-0.4960705412977546,3.434535329659042,-1.0595961288225864,-0.5556092949329419,1.831874579324222,0.2387832572398611,1.188542179546767,1.140046394178483,-0.5298233107038717,1.2624302187699477,0.1176721280611225,-0.1421068562820922,-0.9103907422349332,0.9561896588147956,-0.1968195127406452,2.0725254920193263,0.1514346976971864,2.026484295154911,0.0
-0.7157015879232737,-1.2919275762888551,0.2867395345952043,-0.8594589734505717,2.6758326419839897,0.2688602201696153,-3.5361264889120894,-0.5660432296762206,0.5116281679971587,-0.0792970540528432,0.5934923542116232,0.6880753038770252,-0.4901525297169037,-1.421201121923458,0.9477835498604118,2.0154742439915605,-0.5118414726252781,-1.4120219410736776,-0.5033451710171186,-1.2777386361671286,0.4147423198442353,-1.0794015140730624,-1.884287928839428,1.5974676351312216,1.0318360417100774,1.3603191551084466,-0.1918348818832269,-2.341675002331329,-0.9521284612981868,0.5486554490933045,0.0
2.029119042676613,-1.882983287341168,0.1199815827916593,-0.3295031676201296,-2.415656572587115,0.8383323737093629,-0.4539405061317723,-0.2322708144728367,-0.7970908966271815,-1.4862724530780254,-1.0619437385286596,-1.84881206189343,-0.8133761170550838,-0.74747784628959,-0.3633086945807087,-1.7078267420656357,0.9130807697542758,-2.355378116646495,-0.1131827809947881,-0.4433402492783427,-0.4796759865854721,-0.2558433371753287,0.5886511437044433,0.338268349812023,0.8720275972399787,-1.8860804690294253,-1.559243144463159,-0.4367823248132717,0.273160362897488,0.4629066929454452,0.0
0.6543153103596692,2.0430143703023216,-1.5795589359858462,2.0852771566918444,-0.5183846815604739,1.1912975855960568,-0.0743474146711448,0.134722290261236,0.239109900248141,-0.3557814522336234,1.7254052029240678,-0.6769896659502942,-0.2975724652150087,-0.1385689558057193,0.2326023379148828,-0.095657852675927,-0.1024417533760183,0.0555704812354824,-1.7355465502335103,-0.5055648232144802,1.1156752434109682,0.9415444755150812,0.1470136413097398,0.0195517778124156,2.759560015318814,0.5037158422131993,0.2830963421166329,0.255571539858625,0.7463377805351877,-0.689633058213017,0.0
